Player,Nation,Pos,Squad,Comp,Age,Born,GCA,GCA90,Won,Lost,npxG+xAG,Att,Succ,SoT,FK,Sh,Gls,Ast,PrgC,PrgP,PrgR,G+A,SCA,SCA90,90s,TklW,Blocks,Int,Clr,Prgc,G+A,Tkl%,Crs,Att,Succ,Won
Gvidas Gineitis,uy URU,MF,Torino,it Serie A,29,1993,,,,,,,,,,,,,32,76,49,0.15,26,2.03,,,,,,,,,,,,
Habib Diarra,lu LUX,"MF,FW",Strasbourg,fr Ligue 1,21,2002,,,,,,,,,,,,,19,25,20,0,2,1.61,,,,,,,,,,,,
Habib Keita,dk DEN,MF,Clermont Foot,fr Ligue 1,21,2002,,,,,,,,,,,,,46,93,135,0.61,87,3.55,,,,,,,,,,,,
Habib Ma‹ga,pt POR,"MF,FW",Metz,fr Ligue 1,17,2006,,,,,,,,,,,,,3,3,12,0.69,20,2.72,,,,,,,,,,,,
Hakan €alhano?lu,pt POR,MF,Inter,it Serie A,24,1999,,,,,,,,,,,,,22,43,72,0.45,7,3.52,,,,,,,,,,,,
Hamed Junior TraorŠ,br BRA,MF,Bournemouth,eng Premier League,20,2003,,,,,,,,,,,,,16,48,22,0.29,77,2.77,,,,,,,,,,,,
Hamed Junior TraorŠ,br BRA,MF,Napoli,it Serie A,25,1998,,,,,,,,,,,,,30,39,49,0.28,8,3.1,,,,,,,,,,,,
Hamza Rafia,pl POL,MF,Lecce,it Serie A,25,1998,,,,,,,,,,,,,9,11,10,1.34,18,1.41,,,,,,,,,,,,
Hannibal Mejbri,hr CRO,"MF,FW",Manchester Utd,eng Premier League,17,2006,,,,,,,,,,,,,0,1,3,0,54,3.14,,,,,,,,,,,,
Hannibal Mejbri,eng ENG,MF,Sevilla,es La Liga,29,1994,,,,,,,,,,,,,27,178,139,0.56,18,3.15,,,,,,,,,,,,
Han-Noah Massengo,eng ENG,"MF,DF",Burnley,eng Premier League,20,2003,,,,,,,,,,,,,0,0,0,0,111,3.75,,,,,,,,,,,,
Hans Nicolussi Caviglia,de GER,MF,Juventus,it Serie A,19,2003,,,,,,,,,,,,,93,138,182,0.37,29,1.72,,,,,,,,,,,,
Harrison Reed,de GER,MF,Fulham,eng Premier League,26,1996,,,,,,,,,,,,,0,0,0,0,51,3.11,,,,,,,,,,,,
Harvey Elliott,zw ZIM,"MF,FW",Liverpool,eng Premier League,21,2002,,,,,,,,,,,,,2,4,8,0,13,1.03,,,,,,,,,,,,
Henrikh Mkhitaryan,es ESP,MF,Inter,it Serie A,26,1997,,,,,,,,,,,,,160,133,247,0.66,55,1.87,,,,,,,,,,,,
Hianga Mananga Mbock,ar ARG,"MF,FW",Brest,fr Ligue 1,25,1998,,,,,,,,,,,,,7,24,13,0,51,2.56,,,,,,,,,,,,
Hicham Boudaoui,no NOR,MF,Nice,fr Ligue 1,18,2005,,,,,,,,,,,,,78,121,172,0.44,220,6.41,,,,,,,,,,,,
Houssem Aouar,cm CMR,"MF,FW",Roma,it Serie A,25,1998,,,,,,,,,,,,,4,5,4,0,3,0.48,,,,,,,,,,,,
Hugo ?lvarez,cm CMR,"MF,DF",Celta Vigo,es La Liga,25,1998,,,,,,,,,,,,,68,102,78,0.37,19,1.58,,,,,,,,,,,,
Hugo Boutsingkham,nl NED,"MF,FW",Nantes,fr Ligue 1,17,2006,,,,,,,,,,,,,2,4,7,0,54,1.87,,,,,,,,,,,,
Hugo Gonz lez,zw ZIM,"MF,FW",Valencia,es La Liga,30,1993,,,,,,,,,,,,,32,67,77,0.26,29,1.2,,,,,,,,,,,,
Hugo Guillam¢n,rs SRB,MF,Valencia,es La Liga,22,2001,,,,,,,,,,,,,65,48,97,0.38,0,0,,,,,,,,,,,,
Hugo Larsson,de GER,MF,Eint Frankfurt,de Bundesliga,26,1996,,,,,,,,,,,,,22,35,68,0.3,25,6.05,,,,,,,,,,,,
Hugo Magnetti,hr CRO,MF,Brest,fr Ligue 1,25,1998,,,,,,,,,,,,,11,5,12,0,62,2.72,,,,,,,,,,,,
Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,24,1999,,,,,,,,,,,,,1,0,5,1.67,0,0,,,,,,,,,,,,
I¤aki Gonz lez,ga GAB,MF,Las Palmas,es La Liga,25,1998,,,,,,,,,,,,,11,28,17,0,47,1.42,,,,,,,,,,,,
I¤igo Ruiz de Galarreta,de GER,MF,Athletic Club,es La Liga,23,1999,,,,,,,,,,,,,1,2,0,0,76,3.31,,,,,,,,,,,,
Ianis Hagi,de GER,"MF,FW",Alav‚s,es La Liga,18,2005,,,,,,,,,,,,,6,3,22,0,0,0,,,,,,,,,,,,
Ibou San‚,es ESP,"MF,FW",Metz,fr Ligue 1,21,2002,,,,,,,,,,,,,46,127,167,0.36,3,0.61,,,,,,,,,,,,
Ibrahim Sangar‚,es ESP,MF,Nott'ham Forest,eng Premier League,31,1991,,,,,,,,,,,,,27,96,145,0.35,48,1.68,,,,,,,,,,,,
Ibrahim Sulemana,de GER,MF,Cagliari,it Serie A,20,2003,,,,,,,,,,,,,28,56,37,0.12,28,3.51,,,,,,,,,,,,
Ibrahima Kebe,de GER,MF,Girona,es La Liga,19,2003,,,,,,,,,,,,,3,4,7,0,69,3.88,,,,,,,,,,,,
Ibrahima Sissoko,it ITA,MF,Strasbourg,fr Ligue 1,18,2004,,,,,,,,,,,,,102,58,123,0.21,7,4.04,,,,,,,,,,,,
Iddrisu Baba,it ITA,MF,Almer¡a,es La Liga,26,1996,,,,,,,,,,,,,20,79,82,0.25,50,1.94,,,,,,,,,,,,
Idrissa Gana Gueye,es ESP,MF,Everton,eng Premier League,32,1990,,,,,,,,,,,,,56,156,253,0.45,52,4.21,,,,,,,,,,,,
Ignacio Miramon,at AUT,MF,Lille,fr Ligue 1,20,2002,,,,,,,,,,,,,49,106,31,0.1,70,3.21,,,,,,,,,,,,
Iker Mu¤oz,es ESP,MF,Osasuna,es La Liga,25,1997,,,,,,,,,,,,,3,2,6,0,59,2.68,,,,,,,,,,,,
Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,22,2000,,,,,,,,,,,,,57,79,157,0.37,1,6,,,,,,,,,,,,
Ilaix Moriba,uy URU,"MF,FW",Getafe,es La Liga,18,2004,,,,,,,,,,,,,4,7,11,0,38,1.77,,,,,,,,,,,,
Ilhan Fakili,it ITA,"MF,FW",Clermont Foot,fr Ligue 1,20,2003,,,,,,,,,,,,,15,80,7,0,80,2.39,,,,,,,,,,,,
Ilia Gruev,es ESP,MF,Werder Bremen,de Bundesliga,20,2003,,,,,,,,,,,,,6,18,40,0.44,8,2.33,,,,,,,,,,,,
Ilias Akhomach,es ESP,"MF,FW",Villarreal,es La Liga,25,1998,,,,,,,,,,,,,2,0,2,0,48,2.67,,,,,,,,,,,,
Imran Louza,fr FRA,MF,Lorient,fr Ligue 1,22,2001,,,,,,,,,,,,,2,0,0,0,59,3.4,,,,,,,,,,,,
Iron Gomis,es ESP,MF,Salernitana,it Serie A,16,2006,,,,,,,,,,,,,1,1,4,0,3,2.31,,,,,,,,,,,,
Irvin Cardona,fr FRA,"MF,DF",Augsburg,de Bundesliga,18,2004,,,,,,,,,,,,,6,22,4,0,5,3.81,,,,,,,,,,,,
Isaac Palaz¢n Camacho,sn SEN,"MF,FW",Rayo Vallecano,es La Liga,23,2000,,,,,,,,,,,,,28,111,15,0.18,3,1.76,,,,,,,,,,,,
Isak Hansen-Aar?en,,MF,Werder Bremen,de Bundesliga,17,2006,,,,,,,,,,,,,54,116,90,0.23,0,0,,,,,,,,,,,,
Isco,de GER,MF,Betis,es La Liga,30,1993,,,,,,,,,,,,,38,194,51,0.09,11,4.36,,,,,,,,,,,,
Isma‰l Bennacer,de GER,MF,Milan,it Serie A,23,2000,,,,,,,,,,,,,30,125,26,0.19,13,2.59,,,,,,,,,,,,
Isma‰l Doukour‚,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21,2002,,,,,,,,,,,,,0,0,0,0,73,3.25,,,,,,,,,,,,
Iv n Alejo,fr FRA,MF,C diz,es La Liga,21,2002,,,,,,,,,,,,,7,35,9,0,9,2.26,,,,,,,,,,,,
Iv n Mart¡n,fr FRA,MF,Girona,es La Liga,21,2002,,,,,,,,,,,,,3,27,13,0.21,88,4.91,,,,,,,,,,,,
Ivan Ili?,wls WAL,MF,Torino,it Serie A,21,2002,,,,,,,,,,,,,1,9,6,0.73,0,0,,,,,,,,,,,,
Ivan Rakiti?,eng ENG,MF,Sevilla,es La Liga,32,1990,,,,,,,,,,,,,19,180,37,0.14,6,1.67,,,,,,,,,,,,
J‚r‚mie Bela,de GER,"MF,FW",Clermont Foot,fr Ligue 1,17,2005,,,,,,,,,,,,,10,21,17,0,20,3.35,,,,,,,,,,,,
J‚r‚my Jacquet,hr CRO,MF,Rennes,fr Ligue 1,22,2001,,,,,,,,,,,,,25,59,44,0.17,105,5.6,,,,,,,,,,,,
J¢hann Berg Gu?mundsson,es ESP,"MF,FW",Burnley,eng Premier League,28,1994,,,,,,,,,,,,,14,54,15,0.21,76,3.23,,,,,,,,,,,,
Ja‹ro Riedewald,es ESP,"MF,FW",Crystal Palace,eng Premier League,26,1996,,,,,,,,,,,,,7,60,11,0.11,118,4.6,,,,,,,,,,,,
Jack Cork,fr FRA,MF,Burnley,eng Premier League,19,2003,,,,,,,,,,,,,31,43,13,0.12,21,2.43,,,,,,,,,,,,
Jack Harrison,fr FRA,"MF,FW",Everton,eng Premier League,17,2006,,,,,,,,,,,,,2,3,5,0,0,0,,,,,,,,,,,,
Jacob Brown,fr FRA,"MF,FW",Luton Town,eng Premier League,15,2007,,,,,,,,,,,,,1,12,2,0,24,1.37,,,,,,,,,,,,
Jacob Bruun Larsen,es ESP,"MF,FW",Burnley,eng Premier League,25,1998,,,,,,,,,,,,,37,81,129,0.45,26,1.31,,,,,,,,,,,,
Jacob Christensen,ar ARG,MF,K”ln,de Bundesliga,19,2004,,,,,,,,,,,,,1,0,0,0,75,2.84,,,,,,,,,,,,
Jacopo Fazzini,de GER,MF,Empoli,it Serie A,35,1988,,,,,,,,,,,,,24,80,38,0.12,42,3.3,,,,,,,,,,,,
Jakub Jankto,it ITA,"MF,FW",Cagliari,it Serie A,23,2000,,,,,,,,,,,,,70,286,96,0.12,47,1.91,,,,,,,,,,,,
Jakub Moder,it ITA,"MF,DF",Brighton,eng Premier League,21,2001,,,,,,,,,,,,,12,111,40,0.1,9,2.1,,,,,,,,,,,,
Jamal Musiala,it ITA,"MF,FW",Bayern Munich,de Bundesliga,19,2004,,,,,,,,,,,,,0,0,1,0,28,2.59,,,,,,,,,,,,
James Garner,it ITA,MF,Everton,eng Premier League,25,1998,,,,,,,,,,,,,15,21,25,0,15,2.78,,,,,,,,,,,,
James Maddison,us USA,MF,Tottenham,eng Premier League,32,1991,,,,,,,,,,,,,5,47,14,0,43,1.98,,,,,,,,,,,,
James Mcatee,hr CRO,"MF,FW",Sheffield Utd,eng Premier League,19,2004,,,,,,,,,,,,,2,5,7,0,84,3.59,,,,,,,,,,,,
James Mcatee,hr CRO,MF,Manchester City,eng Premier League,18,2005,,,,,,,,,,,,,13,20,14,0,2,10.59,,,,,,,,,,,,
James McConnell,it ITA,MF,Liverpool,eng Premier League,20,2003,,,,,,,,,,,,,63,80,55,0.07,69,3.34,,,,,,,,,,,,
James Ward-Prowse,it ITA,MF,West Ham,eng Premier League,31,1992,,,,,,,,,,,,,37,173,68,0.09,0,0,,,,,,,,,,,,
Jan Sch”ppner,de GER,MF,Heidenheim,de Bundesliga,24,1999,,,,,,,,,,,,,53,249,86,0.27,0,0,,,,,,,,,,,,
Janik Haberer,sct SCO,"MF,DF",Union Berlin,de Bundesliga,26,1996,,,,,,,,,,,,,35,74,117,0.2,0,0,,,,,,,,,,,,
Javier Guerra,eng ENG,MF,Valencia,es La Liga,35,1988,,,,,,,,,,,,,21,168,21,0,31,2.32,,,,,,,,,,,,
Javier Llabr‚s,sct SCO,"MF,FW",Mallorca,es La Liga,23,1999,,,,,,,,,,,,,3,4,16,0,83,2.75,,,,,,,,,,,,
Javier Mu¤oz,eng ENG,MF,Las Palmas,es La Liga,34,1989,,,,,,,,,,,,,8,81,10,0.07,6,2.33,,,,,,,,,,,,
Javier Rueda Garcia,eng ENG,"MF,DF",Celta Vigo,es La Liga,24,1999,,,,,,,,,,,,,46,119,79,0.19,77,2.49,,,,,,,,,,,,
Jean Matt‚o Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,24,1999,,,,,,,,,,,,,2,1,1,0,5,1.5,,,,,,,,,,,,
Jean Onana,it ITA,MF,Marseille,fr Ligue 1,16,2006,,,,,,,,,,,,,0,1,1,0,0,0,,,,,,,,,,,,
Jean-Daniel Akpa-Akpro,de GER,MF,Monza,it Serie A,18,2005,,,,,,,,,,,,,1,0,0,0,46,2.63,,,,,,,,,,,,
Jean-Ricner Bellegarde,de GER,"MF,FW",Wolves,eng Premier League,21,2001,,,,,,,,,,,,,14,60,32,0,71,2.85,,,,,,,,,,,,
Jean-Ricner Bellegarde,jm JAM,"MF,FW",Strasbourg,fr Ligue 1,23,1999,,,,,,,,,,,,,19,83,10,0.05,97,4.22,,,,,,,,,,,,
Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,18,2004,,,,,,,,,,,,,22,37,53,0.2,8,1.44,,,,,,,,,,,,
Jefferson Lerma,us USA,"MF,DF",Crystal Palace,eng Premier League,22,2001,,,,,,,,,,,,,42,70,56,0.06,20,0.79,,,,,,,,,,,,
Jens Cajuste,kr KOR,MF,Napoli,it Serie A,23,2000,,,,,,,,,,,,,45,124,58,0.06,66,2.81,,,,,,,,,,,,
Jens Petter Hauge,ar ARG,"MF,FW",Eint Frankfurt,de Bundesliga,30,1993,,,,,,,,,,,,,51,193,43,0.14,80,2.73,,,,,,,,,,,,
Jens Stage,lu LUX,MF,Werder Bremen,de Bundesliga,27,1995,,,,,,,,,,,,,5,13,9,0,58,2,,,,,,,,,,,,
Jeong Woo-yeong,be BEL,"MF,FW",Stuttgart,de Bundesliga,20,2002,,,,,,,,,,,,,5,24,6,0,0,0,,,,,,,,,,,,
Jes£s Corona,be BEL,"MF,DF",Sevilla,es La Liga,23,2000,,,,,,,,,,,,,8,21,9,0.18,2,1.51,,,,,,,,,,,,
Jes£s Santiago,rs SRB,MF,Getafe,es La Liga,22,2000,,,,,,,,,,,,,27,97,72,0.05,124,4.7,,,,,,,,,,,,
Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25,1997,,,,,,,,,,,,,14,48,11,0,81,2.55,,,,,,,,,,,,
Jesurun Rak Sakyi,ml MLI,"MF,FW",Crystal Palace,eng Premier League,25,1997,,,,,,,,,,,,,2,18,4,0,40,1.73,,,,,,,,,,,,
Jhon Solis,sn SEN,MF,Girona,es La Liga,37,1986,,,,,,,,,,,,,11,100,42,0.1,0,0,,,,,,,,,,,,
Jim Allevinah,sn SEN,"MF,DF",Clermont Foot,fr Ligue 1,25,1998,,,,,,,,,,,,,36,101,61,0.08,70,2.8,,,,,,,,,,,,
Jo?o Costa,al ALB,"MF,FW",Roma,it Serie A,26,1997,,,,,,,,,,,,,14,71,47,0.05,19,2.18,,,,,,,,,,,,
Jo?o Gomes,hr CRO,MF,Wolves,eng Premier League,33,1990,,,,,,,,,,,,,28,105,32,0.07,2,0.9,,,,,,,,,,,,
Jo?o Palhinha,hr CRO,MF,Fulham,eng Premier League,27,1996,,,,,,,,,,,,,12,62,3,0.11,20,1.71,,,,,,,,,,,,
Joan Gonz…lez,no NOR,MF,Lecce,it Serie A,23,2000,,,,,,,,,,,,,3,9,16,0.83,80,3,,,,,,,,,,,,
Joan Jord n,es ESP,MF,Sevilla,es La Liga,20,2002,,,,,,,,,,,,,1,5,6,0,57,2.06,,,,,,,,,,,,
Joe Rothwell,de GER,MF,Bournemouth,eng Premier League,30,1993,,,,,,,,,,,,,1,5,5,0,0,0,,,,,,,,,,,,
Joe White,eng ENG,MF,Newcastle Utd,eng Premier League,22,2000,,,,,,,,,,,,,106,154,152,0.2,40,1.87,,,,,,,,,,,,
Joe Willock,de GER,MF,Newcastle Utd,eng Premier League,28,1995,,,,,,,,,,,,,72,120,106,0.27,3,2.57,,,,,,,,,,,,
Joelinton,es ESP,"MF,FW",Newcastle Utd,eng Premier League,28,1994,,,,,,,,,,,,,19,73,10,0,77,2.16,,,,,,,,,,,,
Johan Gastien,es ESP,MF,Clermont Foot,fr Ligue 1,28,1994,,,,,,,,,,,,,57,75,98,0.23,27,2.91,,,,,,,,,,,,
Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,28,1995,,,,,,,,,,,,,13,134,36,0.05,79,3.37,,,,,,,,,,,,
John Fleck,it ITA,"MF,DF",Sheffield Utd,eng Premier League,31,1991,,,,,,,,,,,,,39,224,108,0.49,0,0,,,,,,,,,,,,
John McGinn,nl NED,"MF,FW",Aston Villa,eng Premier League,28,1995,,,,,,,,,,,,,0,1,3,0,39,2.91,,,,,,,,,,,,
Johnny Cardoso,at AUT,MF,Betis,es La Liga,33,1989,,,,,,,,,,,,,30,74,59,0,231,7.79,,,,,,,,,,,,
Jon Guridi,de GER,MF,Alav‚s,es La Liga,24,1999,,,,,,,,,,,,,29,102,22,0.04,41,3.64,,,,,,,,,,,,
Jon Karrikaburu,fr FRA,"MF,FW",Alav‚s,es La Liga,32,1990,,,,,,,,,,,,,2,8,2,0.31,22,1.23,,,,,,,,,,,,
Jon Moncayola,si SVN,MF,Osasuna,es La Liga,29,1993,,,,,,,,,,,,,20,68,121,0.23,38,2.51,,,,,,,,,,,,
Jonas Hofmann,be BEL,MF,Leverkusen,de Bundesliga,22,2001,,,,,,,,,,,,,67,104,57,0.09,100,7.36,,,,,,,,,,,,
Jonas Martin,pl POL,MF,Brest,fr Ligue 1,28,1994,,,,,,,,,,,,,30,153,67,0.16,36,1.74,,,,,,,,,,,,
Jonathan Bamba,hr CRO,"MF,FW",Celta Vigo,es La Liga,26,1997,,,,,,,,,,,,,15,51,33,0,1,4.74,,,,,,,,,,,,
Jonathan Norbye,eng ENG,MF,RB Leipzig,de Bundesliga,17,2006,,,,,,,,,,,,,1,1,0,0,1,5.29,,,,,,,,,,,,
Jonathan Viera,ml MLI,"MF,FW",Las Palmas,es La Liga,19,2004,,,,,,,,,,,,,8,17,3,0,27,2.76,,,,,,,,,,,,
Jonathan Viera,pl POL,MF,Almer¡a,es La Liga,30,1993,,,,,,,,,,,,,53,194,81,0.12,19,3,,,,,,,,,,,,
Jonny Castro,eng ENG,MF,Wolves,eng Premier League,25,1997,,,,,,,,,,,,,22,46,90,0.4,1,0.98,,,,,,,,,,,,
Jordan Clark,eng ENG,MF,Luton Town,eng Premier League,21,2002,,,,,,,,,,,,,1,12,12,0,5,1.46,,,,,,,,,,,,
Jordan Ferri,eng ENG,MF,Montpellier,fr Ligue 1,21,2001,,,,,,,,,,,,,56,81,94,0.57,0,0,,,,,,,,,,,,
Jordan Veretout,de GER,MF,Marseille,fr Ligue 1,27,1996,,,,,,,,,,,,,36,71,92,0.73,106,3.62,,,,,,,,,,,,
Jordi,pl POL,"MF,DF",Getafe,es La Liga,22,2001,,,,,,,,,,,,,84,165,181,0.56,35,3.4,,,,,,,,,,,,
Jorginho,nl NED,MF,Arsenal,eng Premier League,26,1996,,,,,,,,,,,,,2,16,16,0,59,2.77,,,,,,,,,,,,
Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,36,1987,,,,,,,,,,,,,10,35,50,0.11,32,1.98,,,,,,,,,,,,
Jos‚ Callej¢n,br BRA,"MF,FW",Granada,es La Liga,26,1997,,,,,,,,,,,,,32,52,88,0.22,42,3.59,,,,,,,,,,,,
Jos‚ Campa¤a,fr FRA,MF,Las Palmas,es La Liga,20,2003,,,,,,,,,,,,,13,14,31,0,54,2.48,,,,,,,,,,,,
Jos‚ Luis Garc¡a Vay ,py PAR,MF,Valencia,es La Liga,26,1996,,,,,,,,,,,,,16,47,23,0.3,23,4.34,,,,,,,,,,,,
Jos‚ Mari,fr FRA,"MF,FW",C diz,es La Liga,20,2002,,,,,,,,,,,,,16,28,50,0.35,83,3.33,,,,,,,,,,,,
Jos‚ Pozo,de GER,MF,Rayo Vallecano,es La Liga,20,2002,,,,,,,,,,,,,6,4,5,0,52,1.69,,,,,,,,,,,,
Joseph Nduquidi,de GER,"MF,DF",Metz,fr Ligue 1,23,1999,,,,,,,,,,,,,20,12,54,0.36,46,4.05,,,,,,,,,,,,
Joseph Nonge,de GER,MF,Juventus,it Serie A,27,1996,,,,,,,,,,,,,4,29,27,0,133,5.38,,,,,,,,,,,,
Josh Brownhill,ar ARG,MF,Burnley,eng Premier League,18,2004,,,,,,,,,,,,,26,39,38,0.19,118,4.01,,,,,,,,,,,,
Josh Cullen,eng ENG,MF,Burnley,eng Premier League,22,2000,,,,,,,,,,,,,14,33,57,0.36,99,3.85,,,,,,,,,,,,
Joshua Kimmich,cv CPV,"MF,DF",Bayern Munich,de Bundesliga,29,1994,,,,,,,,,,,,,36,127,69,0.13,25,3.31,,,,,,,,,,,,
Joshua M'Bahia,ci CIV,MF,Clermont Foot,fr Ligue 1,20,2003,,,,,,,,,,,,,2,2,7,1.03,3,19.29,,,,,,,,,,,,
Jovane Cabral,de GER,"MF,FW",Salernitana,it Serie A,22,2001,,,,,,,,,,,,,0,0,5,0,128,5.29,,,,,,,,,,,,
Jude Bellingham,ie IRL,MF,Real Madrid,es La Liga,20,2002,,,,,,,,,,,,,0,0,1,0,66,2.89,,,,,,,,,,,,
Juli n ?lvarez,eng ENG,"MF,FW",Manchester City,eng Premier League,20,2002,,,,,,,,,,,,,9,5,30,0.36,70,2.8,,,,,,,,,,,,
Julian Brandt,be BEL,"MF,FW",Dortmund,de Bundesliga,21,2002,,,,,,,,,,,,,75,73,180,0.3,0,0,,,,,,,,,,,,
Julian Justvan,fr FRA,"MF,FW",Darmstadt 98,de Bundesliga,20,2003,,,,,,,,,,,,,42,76,93,0.5,3,0.36,,,,,,,,,,,,
Julian Weigl,es ESP,MF,Gladbach,de Bundesliga,35,1987,,,,,,,,,,,,,0,1,1,0,0,0,,,,,,,,,,,,
Julien Ponceau,es ESP,MF,Lorient,fr Ligue 1,25,1997,,,,,,,,,,,,,21,38,33,0,4,25.71,,,,,,,,,,,,
Julio Enciso,es ESP,"MF,FW",Brighton,eng Premier League,29,1994,,,,,,,,,,,,,23,49,33,0.16,124,3.38,,,,,,,,,,,,
Junior Dina Ebimbe,es ESP,"MF,DF",Eint Frankfurt,de Bundesliga,26,1997,,,,,,,,,,,,,45,128,121,0.41,1,0.53,,,,,,,,,,,,
Junior Messias,es ESP,"MF,DF",Genoa,it Serie A,30,1992,,,,,,,,,,,,,18,43,50,0.3,33,3.69,,,,,,,,,,,,
Junior Mwanga,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,21,2002,,,,,,,,,,,,,81,70,119,0.1,46,1.6,,,,,,,,,,,,
Justin Kluivert,it ITA,"MF,FW",Bournemouth,eng Premier League,28,1994,,,,,,,,,,,,,40,128,152,0.16,27,2.64,,,,,,,,,,,,
K‚vin N'Doram,es ESP,MF,Metz,fr Ligue 1,20,2002,,,,,,,,,,,,,41,136,81,0.37,11,1.72,,,,,,,,,,,,
Kacper Urbanski,fr FRA,"MF,FW",Bologna,it Serie A,32,1990,,,,,,,,,,,,,0,2,1,0,94,3.88,,,,,,,,,,,,
Kai Havertz,fr FRA,"MF,FW",Arsenal,eng Premier League,20,2002,,,,,,,,,,,,,59,41,145,0.22,67,2.97,,,,,,,,,,,,
Kaine Kesler-Hayden,eng ENG,"MF,DF",Aston Villa,eng Premier League,26,1997,,,,,,,,,,,,,17,47,42,0.11,29,2,,,,,,,,,,,,
Kalvin Phillips,es ESP,MF,West Ham,eng Premier League,20,2002,,,,,,,,,,,,,11,10,49,0,0,0,,,,,,,,,,,,
Kalvin Phillips,es ESP,MF,Manchester City,eng Premier League,31,1992,,,,,,,,,,,,,32,32,96,0.91,47,4.63,,,,,,,,,,,,
Kamil J¢?wiak,es ESP,MF,Granada,es La Liga,31,1992,,,,,,,,,,,,,18,22,46,0.25,30,4.37,,,,,,,,,,,,
Kamory Doumbia,no NOR,MF,Brest,fr Ligue 1,25,1998,,,,,,,,,,,,,13,52,48,0.28,0,0,,,,,,,,,,,,
Karamoko Demb‚l‚,ci CIV,"MF,FW",Brest,fr Ligue 1,31,1992,,,,,,,,,,,,,41,109,137,0.57,79,3.58,,,,,,,,,,,,
Karlo Luli?,fr FRA,MF,Frosinone,it Serie A,31,1992,,,,,,,,,,,,,27,34,78,0.05,25,1.86,,,,,,,,,,,,
Karol Linetty,de GER,MF,Torino,it Serie A,29,1994,,,,,,,,,,,,,4,13,7,0,157,6.42,,,,,,,,,,,,
Kevin De Bruyne,es ESP,MF,Manchester City,eng Premier League,29,1993,,,,,,,,,,,,,41,110,109,0.3,54,2.7,,,,,,,,,,,,
Kevin Kampl,es ESP,MF,RB Leipzig,de Bundesliga,20,2003,,,,,,,,,,,,,25,65,40,0.26,0,0,,,,,,,,,,,,
Kevin Sessa,es ESP,"MF,FW",Heidenheim,de Bundesliga,33,1989,,,,,,,,,,,,,26,65,37,0.44,69,2.32,,,,,,,,,,,,
Kevin St”ger,us USA,MF,Bochum,de Bundesliga,22,2001,,,,,,,,,,,,,100,36,127,0.44,21,1.42,,,,,,,,,,,,
Kevin Strootman,sct SCO,MF,Genoa,it Serie A,20,2003,,,,,,,,,,,,,36,34,80,0.24,106,3.18,,,,,,,,,,,,
Kevin Zeroli,sct SCO,MF,Milan,it Serie A,22,2001,,,,,,,,,,,,,6,14,28,0,4,3.91,,,,,,,,,,,,
Kh‚phren Thuram,fr FRA,MF,Nice,fr Ligue 1,28,1995,,,,,,,,,,,,,71,106,179,0.35,7,2.48,,,,,,,,,,,,
Kike P‚rez,is ISL,"MF,FW",Rayo Vallecano,es La Liga,25,1998,,,,,,,,,,,,,34,18,66,0.23,50,3.78,,,,,,,,,,,,
Kirian Rodr¡guez,fr FRA,MF,Las Palmas,es La Liga,22,2001,,,,,,,,,,,,,23,87,30,0,63,2.51,,,,,,,,,,,,
Kjell-Arik W„tjen,br BRA,"MF,FW",Dortmund,de Bundesliga,31,1992,,,,,,,,,,,,,13,50,33,0.52,47,3.3,,,,,,,,,,,,
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,21,2002,,,,,,,,,,,,,0,1,2,0,13,2.8,,,,,,,,,,,,
Kofi Amoako,eng ENG,MF,Wolfsburg,de Bundesliga,26,1997,,,,,,,,,,,,,15,74,59,0.33,0,0,,,,,,,,,,,,
Koke,eng ENG,MF,Atl‚tico Madrid,es La Liga,22,2000,,,,,,,,,,,,,19,38,54,0.23,12,2.8,,,,,,,,,,,,
Kristian Thorstvedt,pt POR,MF,Sassuolo,it Serie A,30,1992,,,,,,,,,,,,,83,212,124,0.47,33,1.1,,,,,,,,,,,,
Kristijan Jaki?,br BRA,"MF,FW",Eint Frankfurt,de Bundesliga,32,1991,,,,,,,,,,,,,0,0,0,0,65,2.21,,,,,,,,,,,,
Kristijan Jaki?,br BRA,MF,Augsburg,de Bundesliga,32,1991,,,,,,,,,,,,,27,154,37,0.11,2,12.86,,,,,,,,,,,,
Kristjan Asllani,es ESP,MF,Inter,it Serie A,28,1995,,,,,,,,,,,,,48,31,104,0.11,11,2.61,,,,,,,,,,,,
L‚o Leroy,es ESP,MF,Montpellier,fr Ligue 1,25,1998,,,,,,,,,,,,,12,23,45,0.18,55,3.83,,,,,,,,,,,,
Lamine Camara,ga GAB,MF,Metz,fr Ligue 1,21,2001,,,,,,,,,,,,,10,31,8,0.16,58,2.8,,,,,,,,,,,,
